school_number,school,year,meet,sport,event,division,rank,source,club,is_individual_event
402030,駒場,令和6年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2024《B：福生会場》【結果】,,全国高等学校演劇協議会長賞／審査員特別賞／東京都教育委員会賞（南関東大会推薦）,東京都高校演劇研究会 都大会 結果,演劇部,0
402030,駒場,令和6年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2024《B：福生会場》【結果】,,豊博秋記念舞台美術賞,東京都高校演劇研究会 都大会 結果,演劇部,0
409040,保谷,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
404640,千早,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
407100,南平,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
402060,新宿,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇研究部,0
408040,昭和,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
408040,昭和,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,生徒審査員賞,東京都高校演劇研究会 都大会 結果,演劇部,0
406220,東,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,落合矯一賞／東京都高等学校文化連盟会長賞（サマーフェスティバル推薦）,東京都高校演劇研究会 都大会 結果,演劇部,0
409230,東村山,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,全国高等学校演劇協議会長賞／審査員特別賞／東京都教育委員会賞（南関東大会推薦）,東京都高校演劇研究会 都大会 結果,演劇同好会,0
402210,松原,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
402210,松原,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《A日程》【結果】,,榊原政常記念創作脚本賞,東京都高校演劇研究会 都大会 結果,演劇部,0
404220,板橋,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
405230,淵江,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
407030,片倉,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
401260,田園調布,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,東京都高等学校演劇研究会賞,東京都高校演劇研究会 都大会 結果,演劇部,0
403060,豊多摩,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,優秀賞（上演順）,東京都高校演劇研究会 都大会 結果,演劇部,0
402030,駒場,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,東京都高等学校演劇研究会長賞／東京都教育委員会賞（北関東大会推薦）,東京都高校演劇研究会 都大会 結果,演劇部,0
402030,駒場,令和7年度,東京都高等学校文化祭 演劇部門 中央大会（都大会）,演劇,都大会2025《B日程》【結果】,,榊原政常記念創作脚本賞,東京都高校演劇研究会 都大会 結果,演劇部,0
401040,三田,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401040,三田,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401040,三田,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401040,三田,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401040,三田,令和8年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401040,三田,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
405060,上野,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
405060,上野,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
405060,上野,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409060,久留米西,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409060,久留米西,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409060,久留米西,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403220,井草,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403220,井草,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403220,井草,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401220,八潮,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401220,八潮,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401220,八潮,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407520,八王子拓真,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407040,八王子東,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブレイクダンス部,0
407040,八王子東,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブレイクダンス部,0
407040,八王子東,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブレイクダンス部,0
404210,北園,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,,0
404210,北園,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,,0
404210,北園,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,,0
404640,千早,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404640,千早,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404640,千早,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402250,千歳丘,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406050,南葛飾,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406050,南葛飾,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406050,南葛飾,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404020,向丘,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404020,向丘,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404020,向丘,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409240,国分寺,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409240,国分寺,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409240,国分寺,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402930,国際,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス,0
406230,城東,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404250,大山,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
404250,大山,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
401250,大森,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401250,大森,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401250,大森,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401250,大森,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401620,大田桜台,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,フラダンス同好会,0
407020,富士森,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407020,富士森,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407020,富士森,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,準優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407020,富士森,令和8年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407020,富士森,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,3位,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
401230,小山台,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス班,0
401230,小山台,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス班,0
401230,小山台,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス班,0
401230,小山台,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス班,0
406260,小岩,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406260,小岩,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406260,小岩,令和8年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406260,小岩,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,4位,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407250,小川,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407250,小川,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407250,小川,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409270,小平南,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406240,小松川,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406240,小松川,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406240,小松川,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410210,府中,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410210,府中,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410210,府中,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410220,府中東,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410220,府中東,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410230,府中西,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410230,府中西,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407240,成瀬,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407240,成瀬,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407240,成瀬,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404050,文京,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス,0
404050,文京,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス,0
404050,文京,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス,0
402060,新宿,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402060,新宿,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402060,新宿,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407080,日野,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
407080,日野,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
407080,日野,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
407080,日野,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,女子ダンス部,0
408040,昭和,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ストリートダンス部,0
408040,昭和,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ストリートダンス部,0
403070,杉並,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403070,杉並,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403070,杉並,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
408060,東大和,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
408060,東大和,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
408060,東大和,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
408090,東大和南,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409280,東村山西,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409280,東村山西,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409280,東村山西,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407070,松が谷,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407070,松が谷,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407070,松が谷,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402210,松原,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402210,松原,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402210,松原,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404220,板橋,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404520,板橋有徳,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404520,板橋有徳,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402220,桜町,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402220,桜町,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402220,桜町,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406910,橘,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409010,武蔵,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,,0
409010,武蔵,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,,0
403030,武蔵丘,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403030,武蔵丘,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403030,武蔵丘,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,3位,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
403030,武蔵丘,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
408070,武蔵村山,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブラックダンス部,0
408070,武蔵村山,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブラックダンス部,0
408070,武蔵村山,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブラックダンス部,0
408070,武蔵村山,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,準優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブラックダンス部,0
408070,武蔵村山,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ブラックダンス部,0
406250,江戸川,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406250,江戸川,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406250,江戸川,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
406210,深川,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402270,深沢,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402270,深沢,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
402270,深沢,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
405230,淵江,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409250,清瀬,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409250,清瀬,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409250,清瀬,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和6年度,日本高校ダンス部選手権 全国決勝大会,ダンス,,,全国決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和7年度,日本高校ダンス部選手権 全国決勝大会,ダンス,,,7位,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和8年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
410050,狛江,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404420,王子総合,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404420,王子総合,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
404420,王子総合,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
409070,田無,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
407210,町田,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果,ダンス部,0
