school_number,name,official_name,course,top_url,clubs_url,status,club_link_text,clubs_url_alt,via,source
401510,六郷工科,六郷工科高等学校,全日制（単位制）,https://rokugokoka-h.metro.ed.jp/zen/zennichi.html,https://rokugokoka-h.metro.ed.jp/zen/bukatsu.html,ok,2025.5.1部活動のページ「部活動の紹介」を更新しました／部活動,https://rokugokoka-h.metro.ed.jp/zen/today.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
401520,美原,美原高等学校,全日制（単位制）,https://www.metro.ed.jp/mihara-h/,https://www.metro.ed.jp/mihara-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/mihara-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
401610,芝商業,芝商業高等学校,全日制（学年制）,https://www.metro.ed.jp/sibasyogyo-h/,https://www.metro.ed.jp/sibasyogyo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/sibasyogyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
401620,大田桜台,大田桜台高等学校,全日制（学年制）,https://www.metro.ed.jp/otasakuradai-h/,https://www.metro.ed.jp/otasakuradai-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/otasakuradai-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402010,戸山,戸山高等学校,全日制（学年制）,https://www.metro.ed.jp/toyama-h/,https://www.metro.ed.jp/toyama-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/toyama-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402030,駒場,駒場高等学校,全日制（学年制）,https://www.metro.ed.jp/komaba-h/,https://www.metro.ed.jp/komaba-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/komaba-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402040,目黒,目黒高等学校,全日制（学年制）,https://www.metro.ed.jp/meguro-h/,https://www.metro.ed.jp/meguro-h/school_life/activities.html,ok,部活動・生徒会,https://www.metro.ed.jp/meguro-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402060,新宿,新宿高等学校,全日制（単位制）,https://www.metro.ed.jp/shinjuku-h/,https://www.metro.ed.jp/shinjuku-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/shinjuku-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402070,青山,青山高等学校,全日制（学年制）,https://www.metro.ed.jp/aoyama-h/,https://www.metro.ed.jp/aoyama-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/aoyama-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402080,広尾,広尾高等学校,全日制（学年制）,https://hiroo-h.metro.ed.jp/,https://hiroo-h.metro.ed.jp/03gakkou-seikatsu/bukatsu.html,ok,部活動一覧,https://hiroo-h.metro.ed.jp/04gakusyuu/kyouiku-katsudou.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402210,松原,松原高等学校,全日制（学年制）,https://www.metro.ed.jp/matsubara-h/,https://www.metro.ed.jp/matsubara-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/matsubara-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402220,桜町,桜町高等学校,全日制（学年制）,https://www.metro.ed.jp/sakuramachi-h/,https://www.metro.ed.jp/sakuramachi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/sakuramachi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402250,千歳丘,千歳丘高等学校,全日制（学年制）,https://www.metro.ed.jp/chitosegaoka-h/,https://www.metro.ed.jp/chitosegaoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/chitosegaoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402270,深沢,深沢高等学校,全日制（学年制）,https://www.metro.ed.jp/fukasawa-h/,https://www.metro.ed.jp/fukasawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/fukasawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402420,世田谷総合,世田谷総合高等学校,全日制（単位制）,https://www.metro.ed.jp/setagayasogo-h/,https://www.metro.ed.jp/setagayasogo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/setagayasogo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402530,芦花,芦花高等学校,全日制（単位制）,https://www.metro.ed.jp/roka-h/,https://www.metro.ed.jp/roka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/roka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402620,第一商業,第一商業高等学校,全日制（学年制）,https://www.metro.ed.jp/daiichishogyo-h/,https://www.metro.ed.jp/daiichishogyo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/daiichishogyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402750,総合工科,総合工科高等学校,全日制（学年制）,https://www.metro.ed.jp/sogokoka-h/,https://www.metro.ed.jp/sogokoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/sogokoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402810,園芸,園芸高等学校,全日制（学年制）,https://www.metro.ed.jp/engei-h/,https://www.metro.ed.jp/engei-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/engei-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
402930,国際,国際高等学校,全日制（学年制）,https://kokusai-h.metro.ed.jp/,https://kokusai-h.metro.ed.jp/life/club.html,ok,部活動・生徒の活躍,https://kokusai-h.metro.ed.jp/info/index.html,https://kokusai-h.metro.ed.jp/index_jp.html,東京都立学校ポータル 都立高校一覧(list.xlsx)
402940,総合芸術,総合芸術高等学校,全日制（単位制）,https://www.metro.ed.jp/sogo-geijutsu-h/,https://www.metro.ed.jp/sogo-geijutsu-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/sogo-geijutsu-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403010,鷺宮,鷺宮高等学校,全日制（学年制）,https://www.metro.ed.jp/saginomiya-h/,https://www.metro.ed.jp/saginomiya-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/saginomiya-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403030,武蔵丘,武蔵丘高等学校,全日制（学年制）,https://www.metro.ed.jp/musashigaoka-h/,https://www.metro.ed.jp/musashigaoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/musashigaoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403050,西,西高等学校,全日制（学年制）,https://www.metro.ed.jp/nishi-h/,https://www.metro.ed.jp/nishi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nishi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403060,豊多摩,豊多摩高等学校,全日制（学年制）,https://www.metro.ed.jp/toyotama-h/,https://www.metro.ed.jp/toyotama-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/toyotama-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403070,杉並,杉並高等学校,全日制（学年制）,https://www.metro.ed.jp/suginami-h/,https://www.metro.ed.jp/suginami-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/suginami-h/news/news-06/index.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403210,石神井,石神井高等学校,全日制（学年制）,https://www.metro.ed.jp/shakujii-h/,https://www.metro.ed.jp/shakujii-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/shakujii-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403220,井草,井草高等学校,全日制（学年制）,https://www.metro.ed.jp/igusa-h/,https://www.metro.ed.jp/igusa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/igusa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403240,練馬,練馬高等学校,全日制（学年制）,https://www.metro.ed.jp/nerima-h/,https://www.metro.ed.jp/nerima-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nerima-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403250,光丘,光丘高等学校,全日制（学年制）,https://www.metro.ed.jp/hikarigaoka-h/,https://www.metro.ed.jp/hikarigaoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/hikarigaoka-h/news/news-04/index.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403280,田柄,田柄高等学校,全日制（学年制）,https://www.metro.ed.jp/tagara-h/,https://www.metro.ed.jp/tagara-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/tagara-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403410,杉並総合,杉並総合高等学校,全日制（単位制）,https://www.metro.ed.jp/suginamisogo-h/,https://www.metro.ed.jp/suginamisogo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/suginamisogo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403510,大泉桜,大泉桜高等学校,全日制（単位制）,https://www.metro.ed.jp/oizumisakura-h/,https://www.metro.ed.jp/oizumisakura-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/oizumisakura-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403630,第四商業,第四商業高等学校,全日制（学年制）,https://www.metro.ed.jp/daiyonsyogyo-h/,https://www.metro.ed.jp/daiyonsyogyo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/daiyonsyogyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403710,中野工科,中野工科高等学校,全日制（学年制）,https://www.metro.ed.jp/nakanokoka-h/,https://www.metro.ed.jp/nakanokoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nakanokoka-h/news/news-05/index.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403720,杉並工科,杉並工科高等学校,全日制（学年制）,https://www.metro.ed.jp/suginamikoka-h/,https://www.metro.ed.jp/suginamikoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/suginamikoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403730,練馬工科,練馬工科高等学校,全日制（学年制）,https://www.metro.ed.jp/nerimakoka-h/,https://www.metro.ed.jp/nerimakoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nerimakoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
403810,農芸,農芸高等学校,全日制（学年制）,https://www.metro.ed.jp/nogei-h/,https://www.metro.ed.jp/nogei-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nogei-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404010,竹早,竹早高等学校,全日制（学年制）,https://www.metro.ed.jp/takehaya-h/,https://www.metro.ed.jp/takehaya-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/takehaya-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404020,向丘,向丘高等学校,全日制（学年制）,https://www.metro.ed.jp/mukogaoka-h/,https://www.metro.ed.jp/mukogaoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/mukogaoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404040,豊島,豊島高等学校,全日制（学年制）,https://www.metro.ed.jp/toshima-h/,https://www.metro.ed.jp/toshima-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/toshima-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404050,文京,文京高等学校,全日制（学年制）,https://www.metro.ed.jp/bunkyo-h/,https://www.metro.ed.jp/bunkyo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/bunkyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404210,北園,北園高等学校,全日制（学年制）,https://www.metro.ed.jp/kitazono-h/,https://www.metro.ed.jp/kitazono-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kitazono-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404220,板橋,板橋高等学校,全日制（学年制）,https://www.metro.ed.jp/itabashi-h/,https://www.metro.ed.jp/itabashi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/itabashi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404250,大山,大山高等学校,全日制（学年制）,https://www.metro.ed.jp/ohyama-h/,https://www.metro.ed.jp/ohyama-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/ohyama-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404260,高島,高島高等学校,全日制（学年制）,https://www.metro.ed.jp/takashima-h/,https://www.metro.ed.jp/takashima-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/takashima-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404420,王子総合,王子総合高等学校,全日制（単位制）,https://www.metro.ed.jp/oujisogo-h/,https://www.metro.ed.jp/oujisogo-h/school_life/activities.html,ok,生徒会・部活動紹介,https://www.metro.ed.jp/oujisogo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404510,飛鳥,飛鳥高等学校,全日制（単位制）,https://www.metro.ed.jp/asuka-h/,https://www.metro.ed.jp/asuka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/asuka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404520,板橋有徳,板橋有徳高等学校,全日制（単位制）,https://www.metro.ed.jp/itabashiyutoku-h/,https://www.metro.ed.jp/itabashiyutoku-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/itabashiyutoku-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404640,千早,千早高等学校,全日制（学年制）,https://www.metro.ed.jp/chihaya-h/,https://www.metro.ed.jp/chihaya-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/chihaya-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404710,工芸,工芸高等学校,全日制（学年制）,https://www.metro.ed.jp/kogei-h/,https://www.metro.ed.jp/kogei-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kogei-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404730,北豊島工科,北豊島工科高等学校,全日制（学年制）,https://www.metro.ed.jp/kitatoshimakoka-h/,https://www.metro.ed.jp/kitatoshimakoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kitatoshimakoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
404910,赤羽北桜,赤羽北桜高等学校,全日制（学年制）,https://www.metro.ed.jp/akabanehokuo-h/,https://www.metro.ed.jp/akabanehokuo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/akabanehokuo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405050,忍岡,忍岡高等学校,全日制（単位制）,https://www.metro.ed.jp/shinobugaoka-h/,https://www.metro.ed.jp/shinobugaoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/shinobugaoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405060,上野,上野高等学校,全日制（学年制）,https://www.metro.ed.jp/ueno-h/,https://www.metro.ed.jp/ueno-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/ueno-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405070,竹台,竹台高等学校,全日制（学年制）,https://www.metro.ed.jp/takenodai-h/,https://www.metro.ed.jp/takenodai-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/takenodai-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405210,足立,足立高等学校,全日制（学年制）,https://www.metro.ed.jp/adachi-h/,https://www.metro.ed.jp/adachi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/adachi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405220,江北,江北高等学校,全日制（学年制）,https://www.metro.ed.jp/kohoku-h/,https://www.metro.ed.jp/kohoku-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kohoku-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405230,淵江,淵江高等学校,全日制（学年制）,https://www.metro.ed.jp/fuchie-h/,https://www.metro.ed.jp/fuchie-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/fuchie-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405240,足立西,足立西高等学校,全日制（学年制）,https://www.metro.ed.jp/adachinishi-h/,https://www.metro.ed.jp/adachinishi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/adachinishi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405250,足立東,足立東高等学校,全日制（学年制）,https://www.metro.ed.jp/adachihigashi-h/,https://www.metro.ed.jp/adachihigashi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/adachihigashi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405260,青井,青井高等学校,全日制（学年制）,https://www.metro.ed.jp/aoi-h/,https://www.metro.ed.jp/aoi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/aoi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405270,足立新田,足立新田高等学校,全日制（学年制）,https://www.metro.ed.jp/adachishinden-h/,https://www.metro.ed.jp/adachishinden-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/adachishinden-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405410,晴海総合,晴海総合高等学校,全日制（単位制）,https://www.metro.ed.jp/harumisogo-h/,https://www.metro.ed.jp/harumisogo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/harumisogo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405710,蔵前工科,蔵前工科高等学校,全日制（学年制）,https://www.metro.ed.jp/kuramaekoka-h/,https://www.metro.ed.jp/kuramaekoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kuramaekoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405720,荒川工科,荒川工科高等学校,全日制（学年制）,https://www.metro.ed.jp/arakawakoka-h/,https://www.metro.ed.jp/arakawakoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/arakawakoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
405730,足立工科,足立工科高等学校,全日制（学年制）,https://www.metro.ed.jp/adachikoka-h/,https://www.metro.ed.jp/adachikoka-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/adachikoka-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406020,墨田川,墨田川高等学校,全日制（単位制）,https://www.metro.ed.jp/sumidagawa-h/,https://www.metro.ed.jp/sumidagawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/sumidagawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406030,本所,本所高等学校,全日制（学年制）,https://www.metro.ed.jp/honjo-h/,https://www.metro.ed.jp/honjo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/honjo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406040,葛飾野,葛飾野高等学校,全日制（学年制）,https://www.metro.ed.jp/katsushikano-h/,https://www.metro.ed.jp/katsushikano-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/katsushikano-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406050,南葛飾,南葛飾高等学校,全日制（学年制）,https://www.metro.ed.jp/minamikatsushika-h/,https://www.metro.ed.jp/minamikatsushika-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/minamikatsushika-h/activities/club_28/index.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406070,日本橋,日本橋高等学校,全日制（学年制）,https://www.metro.ed.jp/nihonbashi-h/,https://www.metro.ed.jp/nihonbashi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/nihonbashi-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406210,深川,深川高等学校,全日制（学年制）,https://www.metro.ed.jp/fukagawa-h/,https://www.metro.ed.jp/fukagawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/fukagawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406220,東,東高等学校,全日制（学年制）,https://www.metro.ed.jp/higashi-h/,https://www.metro.ed.jp/higashi-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/higashi-h/news/news-04/index.html,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406230,城東,城東高等学校,全日制（学年制）,https://www.metro.ed.jp/joto-h/,https://www.metro.ed.jp/joto-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/joto-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406240,小松川,小松川高等学校,全日制（学年制）,https://www.metro.ed.jp/komatsugawa-h/,https://www.metro.ed.jp/komatsugawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/komatsugawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406250,江戸川,江戸川高等学校,全日制（学年制）,https://www.metro.ed.jp/edogawa-h/,https://www.metro.ed.jp/edogawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/edogawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406260,小岩,小岩高等学校,全日制（学年制）,https://www.metro.ed.jp/koiwa-h/,https://www.metro.ed.jp/koiwa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/koiwa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406270,葛西南,葛西南高等学校,全日制（学年制）,https://www.metro.ed.jp/kasaiminami-h/,https://www.metro.ed.jp/kasaiminami-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/kasaiminami-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406280,篠崎,篠崎高等学校,全日制（学年制）,https://www.metro.ed.jp/shinozaki-h/,https://www.metro.ed.jp/shinozaki-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/shinozaki-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406290,紅葉川,紅葉川高等学校,全日制（学年制）,https://www.metro.ed.jp/momijigawa-h/,https://www.metro.ed.jp/momijigawa-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/momijigawa-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406420,葛飾総合,葛飾総合高等学校,全日制（単位制）,https://www.metro.ed.jp/katsushikasogo-h/,https://www.metro.ed.jp/katsushikasogo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/katsushikasogo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406620,葛飾商業,葛飾商業高等学校,全日制（学年制）,https://www.metro.ed.jp/katsushikasyogyo-h/,https://www.metro.ed.jp/katsushikasyogyo-h/school_life/activities.html,ok,部活動・生徒会ページへ,https://www.metro.ed.jp/katsushikasyogyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
406630,江東商業,江東商業高等学校,全日制（学年制）,https://www.metro.ed.jp/kotosyogyo-h/,https://www.metro.ed.jp/kotosyogyo-h/school_life/activities.html,ok,部活動・生徒会,https://www.metro.ed.jp/kotosyogyo-h/school_life/,,東京都立学校ポータル 都立高校一覧(list.xlsx)
