school_number,school,year,meet,sport,event,division,rank,source
410040,調布南,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
403060,豊多摩,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
403060,豊多摩,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
403060,豊多摩,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404040,豊島,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404910,赤羽北桜,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404910,赤羽北桜,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405210,足立,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405210,足立,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405210,足立,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405270,足立新田,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405270,足立新田,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405270,足立新田,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408420,青梅総合,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408420,青梅総合,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408420,青梅総合,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404510,飛鳥,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404510,飛鳥,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404260,高島,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404260,高島,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404260,高島,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
403010,鷺宮,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果
403010,鷺宮,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
403010,鷺宮,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果
403010,鷺宮,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,5位,日本高校ダンス部選手権（ダンススタジアム）大会結果
403010,鷺宮,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
