school_number,school,year,meet,sport,event,division,rank,source
403210,石神井,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408230,福生,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408230,福生,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
408230,福生,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
405070,竹台,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404010,竹早,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404010,竹早,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
404010,竹早,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
402620,第一商業,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
402620,第一商業,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
402620,第一商業,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406640,第三商業,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406640,第三商業,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406640,第三商業,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406280,篠崎,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406280,篠崎,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406280,篠崎,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406290,紅葉川,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
402530,芦花,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
402530,芦花,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406620,葛飾商業,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406620,葛飾商業,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406620,葛飾商業,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和6年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和7年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,3位,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和8年度,日本高校ダンス部選手権 全国準決勝大会,ダンス,,,全国準決勝進出,日本高校ダンス部選手権（ダンススタジアム）大会結果
406040,葛飾野,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,優勝,日本高校ダンス部選手権（ダンススタジアム）大会結果
401290,蒲田,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
401290,蒲田,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
410030,調布北,令和6年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
410030,調布北,令和7年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
410030,調布北,令和8年度,日本高校ダンス部選手権 東京都大会,ダンス,,,都大会出場,日本高校ダンス部選手権（ダンススタジアム）大会結果
