school_number,name,slug,access_text,source_url
401010,一橋,hitotsubashi-hc,"路線案内
馬喰町 JR 総武快速線 徒歩3分
馬喰横山 都営地下鉄新宿線 徒歩4分
浅草橋 徒歩7分
JR 総武線（各駅停車）
都営地下鉄浅草線
東日本橋 都営地下鉄浅草線 徒歩8分
岩本町 都営地下鉄新宿線 徒歩10分
秋葉原 徒歩13分
JR 山手線・京浜東北線
総武線（各駅停車）
東京メトロ日比谷線
つくばエクスプレス線",https://www.metro.ed.jp/hitotsubashi-hc/access/access.html
401010,一橋,hitotsubashi-he,"路線案内
馬喰町 JR 総武快速線 徒歩3分
馬喰横山 都営地下鉄新宿線 徒歩4分
浅草橋 徒歩7分
JR 総武線（各駅停車）
都営地下鉄浅草線
東日本橋 都営地下鉄浅草線 徒歩8分
岩本町 都営地下鉄新宿線 徒歩10分
秋葉原 徒歩13分
JR 山手線・京浜東北線
総武線（各駅停車）
東京メトロ日比谷線
つくばエクスプレス線",https://www.metro.ed.jp/hitotsubashi-he/access/access.html
406030,本所,honjo-h,"路線案内
押上駅【東京メトロ半蔵門線・京成電鉄・都営浅草線】下車 A3出口より徒歩7分
押上駅A3出口より地上に出たら、出口を背にして左手方向に進みます。
曳舟駅【東武鉄道】下車 徒歩10分
曳舟駅改札口（1つしかありません）を出たら、改札を背にして左手に進みます。
とうきょうスカイツリー駅【東武鉄道】下車 徒歩１０分
向島3丁目バス停【都営バス】下車 徒歩3分
錦４０ 南千住駅東口⇔錦糸町駅
向島2丁目バス停【都営バス】下車 徒歩2分
草39 金町駅 ⇔ 浅草寿町
※バスの本数は多くありません。詳しくは東京都交通局HPでご確認ください。",https://www.metro.ed.jp/honjo-h/access/access.html
406720,本所工科,honjokoka-he,"路線案内
地下鉄千代田線直通常磐線各駅停車金町駅北口より徒歩15分
京成金町線金町駅より徒歩16分",https://www.metro.ed.jp/honjokoka-he/access/access.html
409040,保谷,hoya-h,"路線案内
西武池袋線保谷駅下車 徒歩15分
西武池袋線ひばりヶ丘駅下車 徒歩18分
バス
JR中央線
武蔵境駅～（境03／ひばりケ丘駅行き）「谷戸住宅」下車 徒歩18分
三鷹駅～（鷹21 ／保谷駅南口・天神山行き）「保谷庁舎」下車 徒歩9分
吉祥寺駅～（吉63 ／保谷駅南口・天神山行き）「保谷庁舎」下車 徒歩9分
吉祥寺駅～（吉66 ／保谷駅南口・天神山行き）「保谷駅南口」下車 徒歩15分
西武新宿線
田無駅～（田41／天神山行き）「保谷庁舎」下車 徒歩8分
田無駅～（境03／ひばりケ丘駅行き）「谷戸住宅」下車 徒歩18分
西武柳沢駅～（吉63／保谷駅南口・天神山行き）「保谷庁舎」下車 徒歩9分
東伏見駅～（吉66／保谷駅南口・天神山行き）「保谷駅南口」下車 徒歩15分
（はなバス／保谷駅南口行き）「保谷庁舎」下車 徒歩9分",https://www.metro.ed.jp/hoya-h/access/access.html
403220,井草,igusa-h,"路線案内
西武新宿線
上石神井駅から 徒歩10分（急行・準急停車）
上井草駅から 徒歩8分（各駅停車）
西武バス 石神井公園駅から荻窪駅行 井草高校前下車 徒歩1分
荻窪駅から石神井公園駅行 同
長久保から荻窪駅行 同",https://www.metro.ed.jp/igusa-h/access/access.html
404220,板橋,itabashi-h,路線案内・周辺地図,https://www.metro.ed.jp/itabashi-h/access/access.html
404520,板橋有徳,itabashiyutoku-h,"路線案内
東武東上線「東武練馬駅」下車 徒歩5分
バス停
「板橋有徳高校入口」下車 徒歩3分
「不動通り」下車 徒歩3分",https://www.metro.ed.jp/itabashiyutoku-h/access/access.html
404520,板橋有徳,itabashiyutoku-he,"【電車】東武東上線「東武練馬駅」下車 徒歩５分
【バス】国際興業バス「板橋有徳高校入口」下車 徒歩３分
「不動通り」下車 徒歩３分
浮間舟渡駅から約３０分
高島平駅から 約１５分",https://www.metro.ed.jp/itabashiyutoku-he/access/access.html
410020,神代,jindai-h,"路線案内
①京王線仙川駅下車南へ徒歩約7分
②成城学園前駅より調布駅南口行バス 神代高校前下車すぐ
③狛江駅より成城学園前駅行バス 神代高校前下車すぐ
④三鷹・吉祥寺から仙川行バス 終点から徒歩約10 分",https://www.metro.ed.jp/jindai-h/access/access.html
410020,神代,jindai-he,"路線案内
①京王線仙川駅下車南へ徒歩約7分
②成城学園前駅より調布駅南口行バス 神代高校前下車すぐ
③狛江駅より成城学園前駅行バス 神代高校前下車すぐ
④三鷹・吉祥寺から仙川行バス 終点から徒歩約10 分",https://www.metro.ed.jp/jindai-he/access/access.html
408510,上水,josui-h,"路線案内
西武拝島線（新宿線）または多摩都市モノレール
玉川上水駅下車 徒歩10分",https://www.metro.ed.jp/josui-h/access/access.html
406780,科学技術,kagakugijyutu-h,"本校までの最寄駅からの代表的な経路
東京メトロ半蔵門線「住吉」駅または都営新宿線「住吉」駅「西大島」駅下車徒歩８分
錦糸町駅南口から、
①都バス（東22）東京駅丸の内北口行または東陽町駅行約７分「猿江２丁目」下車 徒歩５分
②都バス（錦28）東大島行約８分「大島２丁目」下車徒歩２分
③徒歩約２０分
亀戸駅から、
①都バス（亀29）なぎさニュータウン行約６分「大島１丁目」下車徒歩５分
②都バス（亀24）葛西橋行約５分「西大島駅前」下車徒歩約８分
③徒歩約２０分
東京メトロ東西線「東陽町」駅から、都バス（東22）錦糸町駅行約８分「猿江２丁目」下車徒歩５分",https://www.metro.ed.jp/kagakugijyutu-h/access/access.html
401290,蒲田,kamata-h,"路線案内
JR・東急池上線・東急多摩川線 JR蒲田駅 東口より 徒歩7分
京急線 京急蒲田駅より 徒歩15分",https://www.metro.ed.jp/kamata-h/access/access.html
406270,葛西南,kasaiminami-h,"東京メトロ東西線 葛西駅より
都営バス 葛西24・臨海28－1・臨海28－2（8番乗り場）
葛西南高校入口下車 徒歩2分
東京メトロ東西線 西葛西駅より
都営バス 西葛20甲（1番乗り場）・亀29（5番乗り場）
葛西南高校前下車 徒歩2分
葛西駅・西葛西駅行きのバス多数
JR京葉線 葛西臨海公園駅より
都営バス 臨海28甲
葛西南高校入口下車 徒歩2分",https://www.metro.ed.jp/kasaiminami-h/access/access.html
406270,葛西南,kasaiminami-he,"東京メトロ東西線 葛西駅より
都営バス 葛西24甲・臨海28甲・臨海28乙（8番乗り場）
葛西南高校入口下車 徒歩2分
東京メトロ東西線 西葛西駅より
都営バス 西葛20甲（1番乗り場）・亀29（5番乗り場）
葛西南高校前下車 徒歩2分
葛西駅・西葛西駅行きのバス多数
JR京葉線 葛西臨海公園駅より
都営バス 臨海28甲
葛西南高校入口下車 徒歩2分",https://www.metro.ed.jp/kasaiminami-he/access/access.html
407030,片倉,katakura-h,"路線案内
京成バス
江戸川スポーツランド行または瑞江駅行 本一色下車 徒歩5分
環七シャトルバス
東京ディズニーリゾート⇔亀有易 上一色中学校下車 徒歩5分",https://www.metro.ed.jp/katakura-h/access/access.html
406040,葛飾野,katsushikano-h,"路線案内
JR常磐線亀有駅南口より
徒歩15分
京成バス（京成小岩駅行または新小岩駅行）修徳学園入口下車 徒歩5分
京成タウンバス（綾瀬行）曳舟川親水公園下車徒歩3分
京成タウンバス（お花茶屋駅行）葛飾野高校下車
レインボーかつしかバス（お花茶屋駅行）亀有一丁目下車 徒歩3分
京成お花茶屋駅北口より
徒歩12分
京成タウンバス（金町駅行）葛飾野高校下車
レインボーかつしかバス（亀有駅行）亀有一丁目下車 徒歩3分",https://www.metro.ed.jp/katsushikano-h/access/access.html
406420,葛飾総合,katsushikasogo-h,"常磐線各駅停車（東京メトロ千代田線直通）金町駅北口下車
京成金町線金町駅下車
金町駅北口から京成バス「西水元三丁目」または「大場川水門」乗車、3つめの「葛飾総合高校」下車
バス進行方向に向かって歩き、左手の仏壇屋さんを左折すると本校が見えます。
バス停からは徒歩1分です。
金町駅北口から徒歩15分です。",https://www.metro.ed.jp/katsushikasogo-h/access/access.html
406620,葛飾商業,katsushikasyogyo-h,"路線案内
京成線「京成高砂」駅から徒歩１０分
JR常磐線「金町」駅から徒歩２０分",https://www.metro.ed.jp/katsushikasyogyo-h/access/access.html
406620,葛飾商業,katsushikasyogyo-he,"路線案内
京成線「京成高砂」駅から徒歩１０分
JR常磐線「金町」駅から徒歩２０分",https://www.metro.ed.jp/katsushikasyogyo-he/access/access.html
404410,桐ヶ丘,kirigaoka-he,"●JR埼京線・北赤羽駅 （赤羽口）から徒歩で約8分
●JR赤羽駅からバス（桐ヶ丘高校下車）で約5分
●都営地下鉄三田線・志村坂上駅から徒歩で約15分",https://www.metro.ed.jp/kirigaoka-he/access/access.html
404730,北豊島工科,kitatoshimakoka-h,"路線案内
都営三田線 板橋本町駅A4出口から 徒歩11分
東武東上線 中板橋駅北口から 徒歩9分
バス
国際興業 北豊島工科高校前 徒歩3分
関東・国際 富士見町都営住宅前 徒歩3分
都バス 富士見町都営住宅前 徒歩3分",https://www.metro.ed.jp/kitatoshimakoka-h/access/access.html
404730,北豊島工科,kitatoshimakoka-he,"路線案内
都営三田線 板橋本町駅 A4出口から 徒歩11分
東武東上線 中板橋駅 北口から 徒歩9分
バス
国際興業バス 北豊島工科高校前 徒歩3分
関東バス・国際興業バス 富士見町都営住宅前 徒歩3分
都営バス 富士見町都営住宅前 徒歩3分",https://www.metro.ed.jp/kitatoshimakoka-he/access/access.html
404210,北園,kitazono-h,"路線案内
東武東上線「下板橋駅」徒歩7分
JR埼京線「板橋駅」徒歩9分
都営三田線「新板橋駅」徒歩6分",https://www.metro.ed.jp/kitazono-h/access/access.html
409250,清瀬,kiyose-h,"路線案内
清瀬駅までのアクセス
西武池袋線 ひばりヶ丘より5分・ 石神井公園より12分
西武新宿線 小平より14分・田無より20分
JR中央線 国分寺より20分・三鷹より32分
路線バス情報
西武バス
武蔵小金井駅→清瀬駅南口行「保育園入口」徒歩1分
西武新宿線 小平より14分・田無より20分
志木・旭ヶ丘団地→清瀬駅北口行「清瀬駅北口」徒歩7分",https://www.metro.ed.jp/kiyose-h/access/access.html
409210,小平,kodaira-h,"路線案内
西武新宿線 小平駅 南口出口より徒歩10分
西武多摩湖線 青梅街道駅 改札出口より徒歩10分
JR武蔵野線 新小平駅 改札出口より徒歩20分
西武バス 仲町バス停 武蔵小金井／国分寺駅より「小平駅南口」行
バス停下車、徒歩5分",https://www.metro.ed.jp/kodaira-h/access/access.html
409270,小平南,kodairaminami-h,"路線案内
JR中央線《国分寺》駅、西武国分寺・多摩湖線より徒歩18分。
駅北口から徒歩5分→西武バス「国分寺駅北口」停留所→「武蔵野美術大学」行
もしくは「小平営業所」行→2つ目の停留所「けやき公園前」下車→徒歩2分
駅北口から徒歩5分→西武バス「国分寺駅北入口」停留所→「小平駅南口」行→1つ目「第三小学校」の停留所下車→徒歩7分
西武新宿線《小平》駅より 西武バス「国分寺北入口」行で「第三小学校」下車徒歩7分
西武国分寺線《恋ヶ窪》駅より 徒歩15分
西武多摩湖線《一橋学園》駅より 徒歩20分",https://www.metro.ed.jp/kodairaminami-h/access/access.html
409030,小金井北,koganeikita-h,"路線案内
－JR中央線－
東小金井駅北口から、徒歩11分（案内図を参照）
東小金井駅北口から、武蔵小金井駅行きバス（京王）にて10分、小金井北高校下車徒歩1分
武蔵小金井駅北口から、徒歩15分
武蔵小金井駅北口から、東小金井駅行きバス（京王）にて5分、小金井北高校下車すぐ
－西武新宿線－
花小金井駅から、武蔵小金井駅行きバス（西武）にて15分、本町二丁目下車徒歩8分
－西武池袋線－
清瀬駅南口から、武蔵小金井駅行きバス（西武）にて25分、本町二丁目下車徒歩8分
東久留米駅北口バスターミナルから、武蔵小金井駅行きバス（西武）にて25分、本町二丁目下車徒歩8分",https://www.metro.ed.jp/koganeikita-h/access/access.html
409710,小金井工科,koganeikoka-he,"路線案内
JR中央線 武蔵小金井駅 徒歩8分
京王線府中駅から京王バス武蔵小金井駅行き小金井市役所前下車 徒歩3分
西武新宿線花小金井駅から西武バス 武蔵小金井駅下車 徒歩9分
西武池袋線東久留米駅西口から西武バス 武蔵小金井駅下車 徒歩9分
西武池袋線清瀬駅南口から西武バス 武蔵小金井駅下車 徒歩9分",https://www.metro.ed.jp/koganeikoka-he/access/access.html
404710,工芸,kogei-h,"路線案内
JR・都営三田線「水道橋駅」すぐ
東京メトロ丸ノ内・南北線「後楽園駅」下車徒歩７分",https://www.metro.ed.jp/kogei-h/access/access.html
404710,工芸,kogei-he,"JR総武線「水道橋」駅東口より徒歩1分
都営三田線「水道橋」駅A1出口より徒歩1分
東京メトロ丸ノ内線／南北線「後楽園」駅より徒歩7分
都営三田線／大江戸線「春日」駅A1出口より徒歩7分",https://www.metro.ed.jp/kogei-he/access/access.html
405220,江北,kohoku-h,"路線案内
3路線から来校できます
つくばエクスプレス 青井駅から徒歩7分
東京メトロ千代田線 綾瀬駅から徒歩10分
東武スカイツリーライン 五反野駅から徒歩12分",https://www.metro.ed.jp/kohoku-h/access/access.html
406260,小岩,koiwa-h,"路線案内
京成バス【②のりば】
江戸川スポーツランド行または瑞江駅行 本一色下車 徒歩5分
環七シャトルバス
東京ディズニーリゾート⇔亀有駅 上一色中学校下車 徒歩5分",https://www.metro.ed.jp/koiwa-h/access/access.html
409240,国分寺,kokubunji-h,"ＪＲ中央線 国立駅（北口）より
徒歩 約25分
本校までのアクセスは、バスの便数が少ないため徒歩が確実です。
国立駅から本校までの道順の紹介動画は こちら
バス 約10分 （立川バス）
→「国分寺高校入口」下車 徒歩3分(正門)
→「富士本三丁目」下車 徒歩5分(南門)
西武国分寺線 恋ヶ窪駅より
徒歩 約25分
バス 約15分（立川バス）
→「富士本三丁目」下車 徒歩5分(南門)
西武国分寺線 鷹の台駅より
徒歩 約25分
※時刻表やバス料金などの詳細は 立川バス株式会社のサイト をご覧ください。",https://www.metro.ed.jp/kokubunji-h/access/access.html
402030,駒場,komaba-h,"路線案内
★ 最寄り駅 ★
京王井の頭線駒場東大前より徒歩7分
東急田園都市線池尻大橋より徒歩7分
渋谷より東急バス51「松見坂上」徒歩0分",https://www.metro.ed.jp/komaba-h/access/access.html
410050,狛江,komae-h,路線案内,https://www.metro.ed.jp/komae-h/access/access.html
406240,小松川,komatsugawa-h,"路線案内
JR「平井」駅から徒歩12分
都営バス 「小松川3丁目」から徒歩5分
都営新宿線 「東大島」駅から徒歩20分",https://www.metro.ed.jp/komatsugawa-h/access/access.html
406630,江東商業,kotosyogyo-h,"路線案内
主要駅からの所要時間
東武亀戸線亀戸水神駅より徒歩４分
ＪＲ総武緩行線亀戸駅北口より徒歩１２分
東口より徒歩８分",https://www.metro.ed.jp/kotosyogyo-h/access/access.html
411040,神津,kouzu-h,"神津島港(前浜）～神津高校→徒歩15分
三浦漁港(多幸湾)～神津高校→村内循環バス 約15分(ホテル神津館前下車、徒歩含む)
神津空港～神津高校→村内循環バス 約15分 (ホテル神津館前下車、徒歩含む)",https://www.metro.ed.jp/kouzu-h/access/access.html
401230,小山台,koyamadai-h,"路線案内
都営三田線、東京メトロ南北線で「武蔵小山」駅まで直通で通学できます。
東急目黒線「武蔵小山」駅から徒歩0分です。「日本一駅から近い学校」と言われるほど、駅からのアクセスが良いです。
主要駅からの所要時間",https://www.metro.ed.jp/koyamadai-h/access/access.html
410240,国立,kunitachi-h,"路線案内
JR中央線国立駅下車、南口より徒歩15分
JR南武線谷保駅下車、北口より徒歩10分
立川バス
JR中央線国立駅南口4番乗り場より
（国11）矢川駅行
（国12）谷保駅行
約5分「国立高校前」下車、徒歩3分
京王バス
JR中央線国立駅南口3番乗り場より
（国17）（谷保駅経由）府中駅行
（国18）聖蹟桜ヶ丘駅行
約5分「国立高校前」下車、徒歩3分",https://www.metro.ed.jp/kunitachi-h/access/access.html
405710,蔵前工科,kuramaekoka-h,"路線案内
JR総武線 浅草橋駅 東口 徒歩10分
都営浅草線 浅草橋駅 A6出口 徒歩10分
→JR総武線を背にし、江戸通りを浅草方面へ、須賀橋交番を右。
都営浅草線 蔵前駅 A1出口 徒歩6分
都営大江戸線 蔵前駅 A6出口 徒歩15分",https://www.metro.ed.jp/kuramaekoka-h/access/access.html
405710,蔵前工科,kuramaekoka-he,"路線案内
JR総武線 浅草橋駅 東口 徒歩10分
都営浅草線 浅草橋駅 A6出口 徒歩10分
→JR総武線を背にし、江戸通りを浅草方面へ、須賀橋交番を右。
都営浅草線 蔵前駅 A1出口 徒歩6分
都営大江戸線 蔵前駅 A6出口 徒歩15分",https://www.metro.ed.jp/kuramaekoka-he/access/access.html
409060,久留米西,kurumenishi-h,"路線案内
西武池袋線 清瀬駅(南口)より徒歩17分
西武バス（清瀬駅南口より)
武蔵小金井駅行（武13）→東久留米総合高校前下車 徒歩7分
下里団地行又は花小金井駅行き（清02、清03）→竹丘南団地下車 徒歩3分
西武バス（東久留米駅西口より)
武蔵小金井駅行き（錦城高校経由）→久留米西高入口下車 徒歩5分",https://www.metro.ed.jp/kurumenishi-h/access/access.html
407210,町田,machida-h,"小田急線「町田」駅より徒歩13分
JR線「町田」駅より徒歩15分",https://www.metro.ed.jp/machida-h/access/access.html
407720,町田工科,machidakoka-h,"路線案内
神奈中バス
町田駅 (小田急線／JR横浜線)
町田バスセンターから （乗車 約15～17分 徒歩 約1～6分 290円）
JR橋本駅
橋本駅北口から （乗車 約30分 徒歩 約6分 430円）
JR淵野辺駅
淵野辺駅北口から （乗車 約10分 徒歩 約6分 260円）",https://www.metro.ed.jp/machidakoka-h/access/access.html
407420,町田総合,machidasogo-h,"路線案内
JR横浜線 町田駅・小田急線 町田駅よりバス１５分
町田バスセンター３番乗り場 町33 下山崎行き ⇒ Ａ 町田総合高校前下車
町田バスセンター２番乗り場 町78 野津田車庫行き ⇒ Ｂ 町田総合高校前下車
町田バスセンター２番乗り場 町17 淵野辺駅北口行き ⇒ Ｂ 町田総合高校前下車
町田バスセンター２番乗り場 町12 木曽南団地行き ⇒ Ｃ 木曽南団地下車 徒歩３分
JR横浜線 淵野辺駅よりバス１０分
淵野辺駅北口１番乗り場 町17 町田バスセンター行き ⇒ Ｂ 町田総合高校前下車
JR横浜線 古淵駅より徒歩２５分",https://www.metro.ed.jp/machidasogo-h/access/access.html
402210,松原,matsubara-h,路線案内,https://www.metro.ed.jp/matsubara-h/access/access.html
402210,松原,matsubara-he,路線案内,https://www.metro.ed.jp/matsubara-he/access/access.html
407070,松が谷,matsugaya-h,"路線案内
京王相模原線 京王堀之内駅下車 徒歩15分
多摩都市モノレール 松が谷駅下車 徒歩15分
京王線、小田急線、多摩都市モノレール 多摩センター駅下車 徒歩 20分
バス
京王相模原線、小田急多摩線、多摩都市モノレール 多摩センター駅9番乗り場より
（本数少）[多17]系統「松が谷高校循環」に乗車 約5分、「松が谷高校」下車すぐ
[多11]系統「松が谷循環」に乗車 約5分、「松が谷小学校」下車 徒歩5分
京王線 聖蹟桜ヶ丘駅
1番乗り場より[桜80]系統「南大沢駅行き」または[桜88]系統「京王堀之内駅行き」に乗車、「東中野」下車 徒歩15分
（本数少）2番乗り場より [桜84]系統「相模原駅行き」に乗車、「東中野」下車 徒歩15分
（朝夕のみ）JR中央線豊田駅南口より
[豊32]系統「中央大学・東中野経由多摩センター駅行き」に乗車、「東中野」下車 徒歩15分",https://www.metro.ed.jp/matsugaya-h/access/access.html
401520,美原,mihara-h,"路線案内
京浜急行「平和島」下車 徒歩7分 環状七号線を左手に進み、大森消防署の交差点を右折してすぐ（急行・特急は停車しますが、快特は止まらないのでご注意ください。）
品川駅から急行8分・特急6分
JR大森駅東口より、京浜急行バス等で「平和島駅」下車 徒歩7分（森21・23・24・25・26・27・40・56系統などが利用できます）",https://www.metro.ed.jp/mihara-h/access/access.html
407100,南平,minamidaira-h,京王線南平駅より徒歩約10分,https://www.metro.ed.jp/minamidaira-h/access/access.html
403420,稔ヶ丘,minorigaoka-he,"路線案内
西武新宿線「下井草駅」北口から徒歩7分
西武池袋線「富士見台駅」南口から徒歩15分",https://www.metro.ed.jp/minorigaoka-he/access/access.html
401040,三田,mita-h,"路線案内
JR山手線 京浜東北線「田町」駅下車徒歩13分
都営大江戸線 「赤羽橋」駅下車徒歩5分
都営三田線「芝公園」駅下車徒歩7分
都営浅草線「三田」駅下車徒歩12分
東京メトロ南北線「麻布十番」駅下車徒歩10分
都営バス「赤羽橋」下車徒歩5分",https://www.metro.ed.jp/mita-h/access/access.html
412010,三宅,miyake-h,"竹芝桟橋（JR浜松町駅下車）より東海汽船（「橘丸」「さるびあ丸」）に乗船
【島内バス】
島内各バス停⇔三宅高校前下車（村営バスの右回りまたは左回り）",https://www.metro.ed.jp/miyake-h/access/access.html
408820,瑞穂農芸,mizuhonogei-h,"路線案内
JR八高線「箱根ヶ崎」東口下車 徒歩20分
バス利用
「瑞穂町役場入口」or「瑞穂第一小学校前」下車 徒歩15分
【都営バス】花小金井駅北口・小平駅・東大和市駅 ←→ 青梅車庫
【立川バス】立川駅北口 ←→ 瑞穂町営業所・箱根ヶ崎駅東口
昭島駅北口 ←→ 箱根ヶ崎駅東口",https://www.metro.ed.jp/mizuhonogei-h/access/access.html
408820,瑞穂農芸,mizuhonogei-he,"路線案内
JR八高線「箱根ヶ崎」下車 徒歩約20分
【バス利用】
「瑞穂町役場入口」「瑞穂第一小学校前」 バス停下車 徒歩約15分
都営バス（ 梅70） 花小金井駅北口・小平駅・東大和市駅⇔青梅車庫
立川バス（ 立10） 立川駅北口⇔瑞穂町営業所
（立12） 立川駅北口⇔箱根ヶ崎駅東口
（昭24） 昭島駅北口⇔箱根ヶ崎駅東口",https://www.metro.ed.jp/mizuhonogei-he/access/access.html
406290,紅葉川,momijigawa-h,"■ 東京メトロ東西線「西葛西」駅より
徒歩19分
バス16分
» 都バス27系統(臨海町二丁目団地行)にて紅葉川高校前下車
» 都バス26系統(葛西臨海公園行)にて臨海町二丁目団地下車
■ JR京葉線「葛西臨海公園」駅より
徒歩19分",https://www.metro.ed.jp/momijigawa-h/access/access.html
404020,向丘,mukogaoka-h,"路線案内
都営三田線「白山駅」から徒歩7分
東京メトロ南北線「本駒込駅」から徒歩5分
東京メトロ千代田線「千駄木駅」から徒歩12分
都バス
王子駅/駒込駅 ----- お茶の水駅/東京駅(八重洲口)
荒川土手/田端駅 ----- 東京駅(北口)
「向丘一丁目」「向丘二丁目」バス停より徒歩2分
池袋駅(東口)/巣鴨駅 ----- 浅草寿町
「白山上」バス停より徒歩3分",https://www.metro.ed.jp/mukogaoka-h/access/access.html
409010,武蔵,musashi-h,路線案内,https://www.metro.ed.jp/musashi-h/access/access.html
403030,武蔵丘,musashigaoka-h,"路線案内
西武池袋線
「富士見台」駅 徒歩10分
西武新宿線
「鷺ノ宮」駅 徒歩12分
JR中央線
「阿佐ヶ谷」経由→北口 関東バス＜中村橋行＞→「鷺宮4丁目」徒歩8分
「荻窪」経由→北口 関東バス＜中村橋・練馬駅行＞→「鷺宮4丁目」徒歩8分",https://www.metro.ed.jp/musashigaoka-h/access/access.html
408070,武蔵村山,musashimurayama-h,"最寄駅からのバス
JR青梅線昭島駅北口から（立川バス）
約25分乗車「武蔵村山高校南」下車 徒歩約5分
西武拝島線 西武立川駅入口から、西武立川駅西から（立川バス）
約15分乗車「武蔵村山高校南」下車 徒歩約5分
JR八高線箱根ヶ崎駅から（立川バス）
立川駅北口行き
昭島駅北口行き
約15分乗車「新道」下車 徒歩約8分
西武拝島線東大和市駅前から（都営バス）
約30分乗車「三ツ木薬師前」下車 徒歩約8分
JR青梅駅から（都営バス）
約40分乗車「新道」下車 徒歩約8分",https://www.metro.ed.jp/musashimurayama-h/access/access.html
409020,武蔵野北,musashinokita-h,"路線案内
JR中央線
三鷹駅(北口)からバスで12分 [鷹13/鷹21/鷹22/鷹25]
吉祥寺駅(北口)からバス15分 [吉52/吉53]
「武蔵野北高校」下車
西武新宿線
西武柳沢駅(南口)から徒歩15分
西武柳沢駅(南口)からバス5分 [鷹13/吉53]
「武蔵野北高校」下車
西武池袋線
保谷駅(南口)からバス15分
ひばりが丘駅(南口)からバス20分 [鷹22]
「武蔵野北高校」下車",https://www.metro.ed.jp/musashinokita-h/access/access.html
410250,永山,nagayama-h,"路線案内
京王・小田急「永山駅」までの各駅所要時間
「立川駅」約50分、「八王子駅」約40分、「新宿駅」約35分、「狛江駅」約30分、「町田駅」約25分、「府中駅」約25分、「調布駅」約20分、「聖蹟桜ヶ丘駅」約20分、「橋本駅」約20分、「鶴川駅」約20分、「稲城駅」約15分、「新百合ヶ丘駅」約15分、「多摩センター駅」約10分。
バス
京王線聖蹟桜ヶ丘駅11番から永山5丁目行、京王多摩車庫行、鶴川行のいずれかで「永山高校」下車（所要時間約20分）。
降りたらバスの進行と逆方向に徒歩約3分。
「永山駅」から永山5丁目行、京王多摩車庫行、鶴川行のいずれかで「永山高校」下車（所要時間約5分）。
降りたらバスの進行と逆方向に徒歩約3分。
鶴川駅5番から「聖蹟桜ヶ丘駅」行きで「永山高校下車（所要時間約20分）。
降りたら、バスの進行方向に徒歩約3分。
徒歩
「永山駅」から25分位かかります。",https://www.metro.ed.jp/nagayama-h/access/access.html
403710,中野工科,nakanokoka-h,"路線案内
本校へ来校される際は、西武新宿線「野方駅」から徒歩（７分）で来られるか、バスにて最寄りのバス停までお越しください
西武新宿線野方駅より徒歩7分
JR中央線高円寺駅北口から関東バス 赤羽駅・練馬駅行きにて野方駅入口下車 徒歩4分
JR中央線中野駅北口から関東バス 野方行にて終点下車 徒歩5分
西武池袋線練馬駅から関東バス 高円寺行にて野方駅入口下車 徒歩4分
JR京浜東北線赤羽駅から関東バス（国際興行）高円寺行にて野方駅入口（野方駅南口）下車 徒歩4分",https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,nakanokoka-he,"路線案内
西武新宿線野方駅より徒歩7分
JR中央線高円寺駅北口から関東バス 赤羽駅・練馬駅行きにて野方駅入口下車 徒歩4分
JR中央線中野駅北口から関東バス 野方行にて終点下車 徒歩5分
西武池袋線練馬駅から関東バス 高円寺行にて野方駅入口下車 徒歩4分
JR京浜東北線赤羽駅から関東バス（国際興行）高円寺行にて野方駅入口（野方駅南口）下車 徒歩4分",https://www.metro.ed.jp/nakanokoka-he/access/access.html
407240,成瀬,naruse-h,"路線案内
ＪＲ横浜線「成瀬駅」下車、徒歩10分
北口バス乗り場①番（神奈中バス）「成瀬高校入口」下車 徒歩1分",https://www.metro.ed.jp/naruse-h/access/access.html
403240,練馬,nerima-h,"都営地下鉄大江戸線「練馬春日町駅」（A2出口）より徒歩12分
※都営地下鉄大江戸線「練馬春日町駅」から本校へ来校する道のりはこちらです。
東京メトロ有楽町線・副都心線「平和台駅」（北口）より徒歩17分
●バスでのアクセス
東京メトロ有楽町線・副都心線「平和台駅」より国際興業バス
光が丘駅行・日大練馬光が丘病院行で「田柄中学校」下車徒歩3分
東武東上線「下赤塚駅」より西武バス
練馬駅行で「練馬高校」下車徒歩5分
西武池袋線「練馬駅」または「豊島園駅」より西武バス
成増駅南口行で「練馬高校」下車徒歩5分",https://www.metro.ed.jp/nerima-h/access/access.html
403730,練馬工科,nerimakoka-h,"路線案内
有楽町線・副都心線 平和台駅 徒歩5分
大江戸線 練馬春日町駅より徒歩15分
西武線 豊島園駅より徒歩20分
○の数字は平和台駅までの所要時間です。",https://www.metro.ed.jp/nerimakoka-h/access/access.html
406070,日本橋,nihonbashi-h,"路線案内
京成押上線曳舟駅下車 徒歩５分
東武線曳舟駅下車 徒歩１０分
都バス ＪＲ亀戸駅６番バス乗り場より（里２２）日暮里駅行き約１５分
「明治通り」下車徒歩３分",https://www.metro.ed.jp/nihonbashi-h/access/access.html
411030,新島,niijima-h,新島空港→新島高校（徒歩20分）,https://www.metro.ed.jp/niijima-h/access/access.html
